,Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
6080,North,Chalky,Cotton,982.7148369940074,36.62084893694217,False,False,Rainy,131,5.6133209450396135
6081,South,Silt,Cotton,384.8722572989485,29.624049290166987,False,False,Sunny,69,2.1767694401424107
6082,East,Silt,Barley,496.3800375262185,35.66206053637215,True,False,Rainy,90,4.0839831497070325
6083,South,Sandy,Cotton,903.4347553788912,23.594542694637653,True,True,Rainy,143,6.918777965119675
6084,South,Clay,Soybean,746.8694420099749,32.0017258011937,False,True,Rainy,118,5.746673279427121
6085,East,Sandy,Soybean,960.6450377295788,30.509034021194267,False,True,Rainy,65,7.412832719912251
6086,West,Sandy,Soybean,925.703972929603,34.52550573345899,True,False,Rainy,104,7.328057115887337
6087,East,Loam,Soybean,506.173017214569,20.848345631862795,True,False,Cloudy,146,4.631136896033375
6088,North,Loam,Rice,712.6054293082668,35.87795293422844,False,False,Rainy,60,3.7157793846271394
6089,East,Chalky,Cotton,628.6148472540036,30.45981826760793,False,True,Cloudy,149,5.058102557783149
6090,West,Sandy,Wheat,331.24074219901104,23.295370387910445,False,True,Rainy,84,2.972164983199429
6091,South,Clay,Barley,130.72841526903773,23.38121266614864,True,True,Sunny,136,3.745952214313185
6092,South,Clay,Rice,187.94400309163973,31.83420523095048,False,False,Rainy,107,2.05030974073643
6093,East,Silt,Rice,287.3938733821509,29.61146724146575,True,False,Cloudy,125,3.598974804908866
6094,North,Loam,Barley,413.9100788716262,18.913971369828108,False,True,Cloudy,122,2.8235796155899138
6095,West,Loam,Wheat,924.6691801413314,35.825612369444045,False,True,Cloudy,104,5.639919770875769
6096,South,Sandy,Maize,216.122137631352,19.665998436702047,True,False,Sunny,130,2.1302024052173105
6097,East,Silt,Rice,967.4770458842272,39.82152916767427,False,True,Cloudy,129,6.283635904324041
6098,North,Sandy,Cotton,965.9050024543624,28.761190299417635,False,True,Cloudy,128,6.744826724311456
6099,North,Chalky,Soybean,583.2658052071788,30.175376075769545,True,False,Rainy,139,4.799502952499829
6100,South,Peaty,Maize,873.7372443366477,15.729188434324982,False,False,Rainy,81,5.069124649398563
6101,South,Silt,Soybean,454.81395874189246,25.00097416787454,False,True,Sunny,81,3.834254342002987
6102,West,Loam,Wheat,693.2937579593229,34.962147545716604,False,True,Cloudy,132,4.318032406229404
6103,North,Sandy,Maize,579.6611304757164,34.144601479185,True,False,Rainy,122,4.745414065846993
6104,West,Peaty,Cotton,608.6071142326462,17.3549995790489,True,False,Rainy,131,5.744362323625682
6105,North,Chalky,Maize,856.034972620083,19.70586132835502,False,True,Sunny,60,5.18787320641994
6106,North,Chalky,Wheat,482.2184738685887,17.921741235227582,True,False,Rainy,108,4.0644877232980665
6107,East,Peaty,Soybean,509.7829283679212,35.55528875939416,True,True,Rainy,73,6.473849782184914
6108,South,Sandy,Rice,429.54331512610815,25.5274797963181,False,True,Rainy,118,4.231394529103929
6109,North,Loam,Rice,566.0416827954177,36.50457422352471,True,True,Sunny,86,6.009017295820704
6110,West,Loam,Rice,856.9973607022357,36.71229974964658,False,True,Rainy,100,6.270240343711631
6111,South,Chalky,Rice,455.1327820489792,18.644122220558447,False,True,Cloudy,76,3.703490565555253
6112,West,Silt,Barley,942.9623994172892,32.43196079648136,True,False,Cloudy,123,6.258894362732438
6113,South,Peaty,Wheat,845.6939144590926,39.1099285767904,False,False,Sunny,86,4.891388516619936
6114,South,Peaty,Maize,214.7059835407628,16.42280755084658,True,False,Sunny,137,1.6734287322172847
6115,North,Sandy,Rice,900.095048808928,21.37819002102162,False,False,Rainy,143,5.935860661806093
6116,East,Loam,Cotton,302.1996809217475,25.118050514949587,False,False,Rainy,94,2.72814793890592
6117,North,Sandy,Soybean,355.5463853097326,20.7956829946849,False,False,Rainy,123,2.7847131654260564
6118,South,Silt,Maize,699.9182259886428,19.19836432337042,True,True,Cloudy,116,7.353725880336221
6119,North,Clay,Soybean,418.1894131040356,28.110349576061296,True,True,Rainy,132,5.33483707734918
6120,North,Peaty,Wheat,778.278792725982,33.60452590698395,True,True,Rainy,86,6.210695616991536
6121,South,Silt,Barley,100.70363981214388,24.909808903561007,False,True,Sunny,94,1.6139859019261578
6122,South,Peaty,Maize,266.41925164296015,19.06158624990609,True,True,Sunny,80,4.622824020944749
6123,North,Loam,Rice,538.2806753303199,16.250382249826245,False,False,Rainy,97,2.3035972271692358
6124,North,Silt,Maize,403.20531736448334,22.156129070977684,False,False,Cloudy,120,2.5945500508254384
6125,North,Silt,Maize,307.57222815897194,19.76595700713547,False,True,Rainy,80,3.406799342913508
6126,West,Peaty,Wheat,783.4102169939763,31.973485389801667,True,False,Rainy,144,6.351763517656514
6127,North,Loam,Soybean,196.6432190983064,24.110475542449635,True,False,Cloudy,96,4.0719434896368485
6128,West,Silt,Rice,756.5923742360643,24.29570023355219,True,True,Sunny,61,7.5678877906452175
6129,East,Sandy,Maize,949.2330646366606,19.612625246889746,False,False,Cloudy,136,4.350322866159762
6130,West,Peaty,Soybean,481.5002938720364,18.45276822980749,False,True,Sunny,113,4.58846141090787
6131,North,Silt,Soybean,519.8287459929218,18.92605928197664,True,True,Sunny,94,5.630791610150994
6132,East,Chalky,Wheat,555.7371769915226,33.95866136570366,False,False,Cloudy,100,3.879112720453372
6133,West,Sandy,Barley,142.09141092352468,19.15933722921682,True,False,Cloudy,134,2.958459816675807
6134,West,Sandy,Soybean,613.1290302908523,24.33673569231108,True,True,Rainy,128,6.418535829726601
6135,South,Chalky,Rice,934.8430401625034,26.523888469269387,True,True,Rainy,76,7.767354284075964
6136,East,Sandy,Soybean,622.3016343842232,35.51976159839896,True,True,Sunny,146,6.431943307651542
6137,South,Clay,Barley,280.16097919073604,35.14906752273908,True,False,Rainy,98,3.7995509505303486
6138,East,Silt,Wheat,828.4976362767856,33.9785639209687,False,False,Rainy,62,5.349446693352649
6139,West,Loam,Soybean,124.8770529859848,35.79526017664756,True,True,Rainy,147,3.207431250111613
6140,South,Loam,Wheat,430.20037884009054,36.402724375905606,True,False,Sunny,115,4.550812118868778
6141,North,Silt,Soybean,827.8804733242205,24.379604578490586,True,False,Rainy,146,6.162338055605051
6142,West,Clay,Wheat,976.5437666155468,34.77883431593908,True,False,Rainy,119,6.584105888532046
6143,East,Peaty,Cotton,586.5695598151372,37.67981333732592,False,True,Cloudy,106,4.27365844497566
6144,East,Silt,Maize,977.4462381525132,15.229976666926706,True,True,Cloudy,132,8.680792966563272
6145,South,Chalky,Rice,549.2219577513201,21.61046202646617,False,True,Sunny,108,5.310369363193373
6146,South,Peaty,Soybean,369.8917077127933,23.37181931261263,True,False,Sunny,140,4.308762010400409
6147,East,Peaty,Cotton,664.2977279157233,28.26549322738833,True,False,Sunny,93,5.205202549907026
6148,West,Chalky,Maize,783.127152390728,26.67419072992797,False,True,Cloudy,104,5.62804095425139
6149,South,Chalky,Wheat,403.4400430161838,18.49009711713292,False,False,Rainy,65,3.569975534554721
6150,North,Chalky,Barley,635.8094098832333,19.805885045526704,False,True,Rainy,67,4.323426947885474
6151,East,Sandy,Soybean,597.7940145331718,37.870449487458416,False,True,Rainy,99,5.388839774895202
6152,North,Loam,Wheat,189.4733851812853,17.81106861132166,False,False,Rainy,68,1.4080094741916185
6153,East,Clay,Maize,904.771937280448,25.117297265153308,False,False,Rainy,98,4.946661611515499
6154,North,Sandy,Cotton,941.9022533688512,25.89147244936887,True,False,Sunny,93,6.715815746436893
6155,West,Clay,Barley,391.7312777612862,28.443409915923127,True,False,Cloudy,140,3.337705058262409
6156,East,Loam,Cotton,390.1549049970277,23.46494266514743,True,True,Cloudy,125,5.1063407978078645
6157,West,Peaty,Wheat,163.76273284538652,23.36656356792937,True,False,Cloudy,80,3.303415208424523
6158,South,Silt,Soybean,740.0665356281424,26.8931173108334,True,False,Rainy,71,6.429478846141977
6159,East,Loam,Cotton,884.944764017227,21.779023926073247,False,False,Rainy,87,5.712916912714807
6160,West,Silt,Rice,191.07383465868287,30.41137827848868,True,False,Cloudy,83,3.557365891455196
6161,North,Sandy,Barley,977.778516462332,35.120377305381844,True,True,Sunny,145,8.451434497017079
6162,West,Chalky,Barley,432.4700164357988,24.66899660300766,False,True,Rainy,111,3.1883883896559797
6163,East,Peaty,Wheat,163.29800458677056,34.97517316778153,True,True,Rainy,60,4.176280130702945
6164,West,Peaty,Barley,908.922540032412,28.225832491079448,True,False,Sunny,101,6.290027757734319
6165,North,Clay,Barley,695.2654046252338,15.779301398592084,True,True,Cloudy,146,5.9088559034098
6166,North,Clay,Soybean,785.6465881250111,23.570032016319622,False,False,Rainy,128,4.043611018086295
6167,North,Loam,Cotton,130.88711152721737,28.11436362191905,False,False,Rainy,101,1.2706951668670847
6168,South,Peaty,Barley,769.001480815243,34.64128651070259,False,True,Sunny,93,5.572024845039688
6169,East,Chalky,Cotton,775.1226259820236,36.074725898605365,True,True,Cloudy,120,7.104841251194317
6170,North,Sandy,Soybean,109.4919937862972,30.83784596403717,True,True,Sunny,81,4.060467191702382
6171,South,Clay,Maize,562.0911712860601,25.80553320474716,False,True,Rainy,128,5.001914442415636
6172,North,Peaty,Cotton,875.3863936890422,25.653696595262,False,True,Cloudy,99,6.410147811390044
6173,West,Peaty,Maize,114.79862293730896,18.568204790388947,True,True,Sunny,87,3.4658593178389827
6174,East,Silt,Barley,212.2951260666556,24.746659260326297,True,False,Sunny,61,3.0714466139412204
6175,West,Clay,Maize,803.8681087007667,30.20190663003048,True,False,Cloudy,92,6.560650701139055
6176,South,Loam,Barley,853.8314811160932,38.18249795266142,True,False,Cloudy,122,7.173537470099221
6177,West,Silt,Wheat,156.73177384926672,38.6227045272894,True,False,Sunny,115,3.048504166050204
6178,West,Loam,Cotton,242.12320459176237,37.849841623084245,True,False,Sunny,120,3.803153637159237
6179,North,Sandy,Maize,165.49895099057073,38.13565039693019,False,False,Sunny,70,1.864132373498091
6180,West,Chalky,Barley,654.3844434999446,37.67976330721888,False,True,Rainy,79,5.02616746835959
6181,North,Clay,Soybean,109.3838581697274,26.364004646420604,True,True,Sunny,103,4.318401157347727
6182,North,Silt,Soybean,868.7755388169569,20.46266211353648,False,False,Cloudy,142,4.900611506468599
6183,East,Clay,Soybean,124.3025669086176,18.08503913412805,True,True,Sunny,108,3.649104125180443
6184,South,Chalky,Maize,271.2213389838658,18.14642183989004,True,False,Rainy,65,3.490190544266883
6185,South,Loam,Soybean,122.5960678935937,20.334795490923,True,False,Sunny,72,2.0221701064125366
6186,South,Loam,Rice,942.8294238079112,34.63469183479165,True,True,Rainy,72,7.446036561251577
6187,North,Silt,Soybean,309.6120866368364,17.94984894374504,False,True,Rainy,71,3.144322399097666
6188,South,Clay,Rice,887.1887261147929,29.57883620635601,True,True,Cloudy,69,7.830188936374349
6189,North,Peaty,Wheat,264.69697993414513,15.2525556470787,True,True,Cloudy,75,4.357742640334171
6190,East,Sandy,Soybean,570.2667185955347,15.783385645918768,False,False,Sunny,107,2.5873981695003
6191,South,Clay,Maize,681.0018607672051,30.095570913651414,False,False,Rainy,128,4.712831919520465
6192,North,Sandy,Wheat,292.6625209317516,27.040700353511383,False,True,Rainy,76,2.5639989180659546
6193,South,Peaty,Maize,287.8471165760159,35.92556794731976,False,False,Cloudy,145,2.4198975463147776
6194,South,Chalky,Cotton,599.7077272380138,26.02274336393843,True,False,Rainy,89,5.126673331254718
6195,East,Peaty,Soybean,234.8801768593244,27.19686587427472,False,True,Cloudy,140,2.1090010764034672
6196,West,Silt,Barley,945.4306923196056,21.5022637871843,True,False,Sunny,77,6.716874757224425
6197,South,Sandy,Rice,389.6823092006165,30.501851696488117,True,False,Rainy,115,3.420551047754454
6198,East,Chalky,Wheat,545.0014881629472,15.142592758851116,True,False,Sunny,83,4.891179249251803
6199,South,Sandy,Cotton,584.1996686260759,22.41896143381859,True,True,Cloudy,97,6.620440503163885
6200,South,Silt,Soybean,591.5619953544741,38.944220953503205,False,True,Sunny,90,5.398795801176036
6201,South,Peaty,Cotton,384.5016384236049,35.15818487561877,False,False,Rainy,89,3.2267434639928965
6202,South,Clay,Rice,635.1958102835148,30.15271653987441,True,False,Sunny,104,6.271438861092922
6203,West,Clay,Cotton,839.1362979626339,31.630504645066672,False,False,Sunny,94,5.560958954314203
6204,West,Sandy,Rice,780.7836620616393,30.44098090889315,False,False,Sunny,92,4.638779867401746
6205,South,Peaty,Wheat,345.6178715091001,20.397541474170765,False,True,Rainy,82,3.0146228125235544
6206,South,Peaty,Cotton,880.3743883231873,31.26361171267165,True,True,Sunny,103,8.025306548803716
6207,East,Silt,Wheat,763.178176485772,26.755079816297293,False,True,Rainy,131,5.447750660606986
6208,East,Sandy,Soybean,790.6123203383592,25.047588351304316,False,True,Cloudy,88,5.724110927879661
6209,North,Loam,Barley,873.689472419415,28.13580277147224,False,True,Rainy,131,6.573746056153599
6210,West,Peaty,Wheat,795.0511839344148,36.34353339328807,True,True,Cloudy,146,7.255105260557564
6211,South,Peaty,Rice,306.1062238656483,34.32490988941307,False,True,Sunny,63,2.985646093531067
6212,West,Loam,Rice,259.7923535370322,34.20929296773782,True,True,Rainy,100,4.223366461236754
6213,East,Silt,Cotton,878.9488756809728,27.115936258929988,True,False,Rainy,123,7.161464539123787
6214,West,Sandy,Wheat,800.8040596780637,24.20703895996516,False,False,Rainy,126,4.775016191405621
6215,West,Silt,Wheat,985.5155451145928,34.0990414124137,False,False,Cloudy,88,5.565168651674163
6216,South,Clay,Rice,330.4228199578135,28.42635011365681,False,True,Cloudy,140,3.9918713778069694
6217,South,Chalky,Rice,453.3406586851392,24.440713424679146,True,True,Rainy,72,5.536356941726549
6218,East,Peaty,Maize,744.7793456153755,31.376378041931417,False,False,Sunny,104,4.118340921459678
6219,South,Clay,Wheat,970.3145366646976,32.965958094849185,False,False,Sunny,141,5.786086613217634
6220,East,Loam,Wheat,410.3395633567811,33.469406523428034,True,True,Rainy,85,4.729989487501613
6221,East,Clay,Soybean,231.59471587740424,34.90358431959143,True,True,Sunny,71,4.647901260577479
6222,North,Chalky,Cotton,362.0144975185083,37.363582165067854,True,True,Rainy,137,4.996523745693236
6223,North,Chalky,Cotton,862.577984870181,16.66068832098182,False,False,Cloudy,65,4.830397245839707
6224,North,Sandy,Soybean,640.2357886162969,22.456774111043877,True,False,Cloudy,85,5.635135822380746
6225,West,Sandy,Cotton,802.9435241917456,21.11651174695473,True,True,Sunny,74,7.726074655488854
6226,North,Sandy,Barley,932.5287612984948,22.584524999577518,True,True,Rainy,75,7.566358457578625
6227,South,Chalky,Barley,228.25368244895796,33.367444854500384,True,False,Cloudy,120,4.207824464697882
6228,South,Clay,Soybean,901.1642736356504,28.14195805741701,False,True,Cloudy,105,6.6348493426689545
6229,North,Sandy,Maize,786.3686757904873,17.336527809304236,False,True,Sunny,81,5.283610601029799
6230,West,Sandy,Wheat,718.3346969527815,38.9638514605787,True,False,Sunny,118,5.812962560548234
6231,East,Chalky,Soybean,901.4428309797768,20.3760413763908,True,False,Cloudy,80,6.277137130200424
6232,West,Peaty,Maize,309.9737611595208,19.88012982460911,True,False,Rainy,70,3.732317408760879
6233,West,Peaty,Cotton,468.03275125606285,28.04100891001816,True,False,Sunny,126,4.700602091886644
6234,East,Chalky,Cotton,254.6904843461439,18.45696000196326,False,False,Sunny,104,2.151667666628536
6235,East,Chalky,Soybean,926.2531266107674,21.06036877656251,True,False,Sunny,136,6.528103296553895
6236,East,Sandy,Soybean,238.8982181147715,21.24442107768401,True,True,Rainy,148,3.669617705677703
6237,South,Clay,Cotton,158.4083975169767,30.97085885396978,False,False,Rainy,123,0.5954390641708706
6238,East,Silt,Barley,503.5429584645896,26.866583218095705,False,False,Sunny,94,3.965111429778768
6239,East,Clay,Wheat,368.9478445436021,20.44468842711268,True,False,Cloudy,117,3.682851188329635
6240,West,Loam,Soybean,950.1276712850448,23.49316203550769,True,False,Cloudy,107,6.489865908459828
6241,West,Peaty,Soybean,885.3569502247484,16.004063742747345,True,False,Rainy,139,5.738049433363031
6242,North,Peaty,Soybean,929.7611670659064,24.95853261462876,True,False,Sunny,67,7.888797906100128
6243,West,Chalky,Rice,931.997195246594,35.719330334888454,True,False,Rainy,69,7.480403113601093
6244,East,Peaty,Maize,604.4419991154059,34.20947340398209,False,False,Cloudy,89,3.578357940193577
6245,South,Clay,Soybean,569.5710345330132,19.08970185764197,False,True,Sunny,110,4.783368620590767
6246,West,Clay,Rice,147.52129382195915,29.690902489695848,True,False,Cloudy,116,2.818935700608518
6247,West,Loam,Cotton,851.6555839660588,25.63044266488299,False,False,Rainy,143,5.340440974748451
6248,East,Peaty,Soybean,324.760818287873,21.17102362051303,False,False,Rainy,110,1.5532594279870855
6249,West,Sandy,Barley,385.4771743359869,28.01336713001172,False,False,Sunny,71,2.3415461726115616
6250,West,Silt,Cotton,368.3304956590258,15.47010683470831,True,True,Cloudy,135,4.783224941985265
6251,East,Peaty,Cotton,803.8684317462271,28.436763816853293,False,True,Cloudy,126,6.712300516821547
6252,West,Peaty,Rice,346.58002430046577,32.438554002603794,True,False,Sunny,146,4.128070778915499
6253,South,Clay,Barley,448.6391336232005,30.72798356749141,True,True,Sunny,124,6.542055506508261
6254,North,Silt,Rice,867.016487105316,34.15406949884139,True,False,Sunny,135,6.324446873543412
6255,West,Peaty,Rice,385.1509097767927,22.88763337082252,False,True,Cloudy,90,3.4695673801217404
6256,South,Sandy,Maize,622.0442006226268,34.4820054241146,True,True,Sunny,132,5.574024139889245
6257,West,Peaty,Maize,783.6125553274929,28.523682054010283,True,False,Rainy,98,5.435826892496513
6258,North,Loam,Rice,268.68656110964537,34.043646563186755,True,True,Cloudy,148,5.806454656010919
6259,East,Clay,Maize,679.3070372207894,34.6347778758682,False,True,Cloudy,62,4.771685919246506
6260,North,Silt,Rice,293.6042378285663,31.22953769980616,False,True,Rainy,78,3.3957625128534423
6261,West,Peaty,Rice,163.66615311530285,26.94069206298868,True,True,Rainy,135,4.442886162502658
6262,North,Loam,Maize,984.8224793166976,31.79485023513768,False,False,Sunny,78,5.64629828957463
6263,North,Sandy,Rice,843.8092503816321,31.45728537992213,False,True,Sunny,141,5.4542249053619845
6264,East,Clay,Maize,592.912048952038,36.45655375158028,True,False,Rainy,65,4.649204309721012
6265,West,Chalky,Rice,755.9118607218111,34.575208641759865,True,False,Cloudy,130,5.729176179422733
6266,North,Silt,Maize,186.2383318957245,27.82151069901023,False,False,Cloudy,99,1.6175709357760344
6267,North,Sandy,Wheat,276.0810105839715,17.58093176707382,False,False,Cloudy,120,0.8606440510996363
6268,East,Clay,Cotton,740.3714965802172,22.875434290182163,False,True,Cloudy,111,4.658266390819631
6269,South,Loam,Barley,235.41410919869512,17.371642690745805,True,True,Sunny,60,3.644977052607816
6270,West,Peaty,Cotton,949.6735401086942,27.69275587377629,True,False,Sunny,96,6.709828931826268
6271,South,Chalky,Cotton,654.8131259553255,28.10162817433229,True,True,Sunny,129,6.896572368550768
6272,South,Silt,Wheat,191.60532481295397,20.659521810652784,False,True,Rainy,118,2.111877790640743
6273,East,Sandy,Soybean,149.79028936193777,22.70215591582656,True,False,Sunny,95,2.2538737251710943
6274,East,Silt,Barley,204.33366160148157,15.352519285806812,True,False,Sunny,107,2.4804840768581555
6275,West,Silt,Rice,581.2004733267866,35.3617729633956,False,True,Cloudy,103,3.93839054883097
6276,South,Chalky,Soybean,220.15820979380132,22.055582045913894,False,False,Rainy,143,1.064161599369599
6277,North,Loam,Cotton,667.4776996772747,16.8438454500711,True,False,Cloudy,130,5.335358769560796
6278,South,Peaty,Cotton,935.3206235041836,22.63979662577778,False,True,Rainy,137,6.446103504762551
6279,East,Clay,Cotton,513.4764379953061,26.183967223853088,False,True,Rainy,127,4.510790435056971
6280,North,Chalky,Cotton,213.5788827534953,28.954222702028204,True,False,Rainy,75,3.060881437490848
6281,North,Loam,Cotton,962.931775121288,32.94230438163351,False,True,Sunny,60,6.377844137025414
6282,East,Peaty,Wheat,489.1454091628103,21.971252732770004,False,False,Sunny,84,2.8651949581031118
6283,North,Chalky,Maize,586.1496719282686,20.395159928055577,False,True,Rainy,93,3.667108245661757
6284,South,Loam,Soybean,125.8630118216714,39.5751711686242,False,True,Rainy,121,1.261511423440365
6285,East,Silt,Wheat,128.63270259128387,29.623998268901858,False,False,Rainy,125,1.627246014496104
6286,West,Loam,Maize,559.842202288278,19.88387916242505,False,True,Cloudy,68,3.5134140387841835
6287,East,Loam,Soybean,334.83526648934173,36.93503876595206,True,False,Sunny,74,3.602244724993016
6288,West,Loam,Barley,238.41568871919827,25.285294345242868,True,False,Cloudy,111,2.681092451499598
6289,West,Loam,Barley,153.28252900777744,27.733327659778947,True,False,Cloudy,87,2.3764076157367118
6290,East,Silt,Wheat,675.5710790805783,30.86678979578994,False,False,Rainy,79,4.160580861180972
6291,East,Peaty,Rice,524.7005962113819,28.775590743942963,True,False,Sunny,83,4.958590724173703
6292,West,Clay,Soybean,188.2856001352915,33.84549742155893,False,False,Sunny,130,1.4669439181613184
6293,West,Chalky,Rice,768.1734864449788,18.25170649892618,True,True,Rainy,100,6.352731501663225
6294,North,Chalky,Cotton,287.0629689417274,34.54124190249922,False,True,Rainy,101,2.871486165586186
6295,East,Loam,Soybean,790.4295541330113,28.61553146781092,True,False,Rainy,134,5.708018907016033
6296,East,Peaty,Maize,540.495729277671,34.72514355326341,False,False,Cloudy,102,2.603992584443557
6297,North,Chalky,Cotton,142.83932138370693,20.49386378287805,True,False,Sunny,72,2.513163702097604
6298,East,Chalky,Wheat,753.5309814229529,32.501699518313806,False,False,Sunny,96,4.434072282321043
6299,North,Loam,Rice,998.0451066097615,26.027910075497463,False,True,Cloudy,123,7.228849241940457
6300,North,Peaty,Soybean,496.5391289818441,33.28475179800854,True,True,Rainy,140,6.293896381150375
6301,East,Chalky,Maize,536.7897112790362,36.81255717146805,True,True,Rainy,94,4.898647754405781
6302,South,Sandy,Soybean,765.4221829679306,20.014974448853355,True,True,Cloudy,88,6.905502406042028
6303,West,Sandy,Wheat,835.6655493997874,15.562259573582494,False,True,Sunny,119,5.586446889677463
6304,East,Peaty,Rice,317.1043311770879,36.98564324887568,False,True,Rainy,89,4.094669665485141
6305,South,Silt,Maize,488.5656806061803,37.90005512247525,False,True,Cloudy,91,4.31736380671381
6306,North,Loam,Maize,409.9029670190356,17.66621679516088,True,False,Sunny,77,3.706585573798061
6307,South,Chalky,Wheat,813.1961224651538,17.909494341127328,True,False,Sunny,119,6.7439468486446055
6308,East,Chalky,Rice,981.6832674798223,31.260755789805657,False,False,Rainy,120,5.686936916535208
6309,East,Loam,Wheat,369.9472770177975,20.106849763495,True,True,Cloudy,120,4.374567775651791
6310,South,Sandy,Maize,342.8607950840819,29.385554485276547,False,True,Cloudy,117,3.122668788033545
6311,East,Silt,Barley,168.9528150390839,30.439147558936035,True,False,Sunny,123,3.5876550190565863
6312,West,Chalky,Maize,492.5202795028496,18.52764408045879,True,False,Sunny,138,3.8495764487155912
6313,South,Sandy,Barley,740.2044376879477,31.75937671026099,True,True,Cloudy,80,6.7338917919833
6314,North,Loam,Maize,781.2271166918462,28.420521000644303,True,True,Rainy,123,7.385347395782957
6315,South,Silt,Soybean,795.8550776788503,17.267875655260077,False,True,Cloudy,103,4.9731917385918445
6316,South,Chalky,Rice,172.03430062950218,35.8175102609213,False,True,Sunny,120,2.6252854902185607
6317,South,Loam,Wheat,225.31839604898903,28.20747430567679,False,True,Rainy,68,2.881924845899281
6318,South,Loam,Soybean,735.9243894763471,19.12727774499708,False,True,Rainy,113,5.386625353735678
6319,North,Sandy,Maize,165.93019252821352,23.11592812652673,True,True,Cloudy,82,3.9690160018354095
6320,North,Clay,Soybean,105.30267988710828,16.932374110404545,True,True,Rainy,71,2.8423282310924245
6321,North,Silt,Soybean,952.342890108646,23.43075690792999,True,False,Sunny,81,6.910671058448613
6322,South,Peaty,Rice,823.9037359171534,37.85591308600499,False,True,Rainy,64,5.702504436617973
6323,West,Loam,Maize,866.6486521980902,26.80170670352882,False,False,Sunny,129,5.21355921594915
6324,West,Silt,Rice,612.7345282603173,15.628922094015593,False,False,Rainy,142,4.430226510158516
6325,North,Sandy,Maize,764.642008798641,16.652015530303842,False,True,Rainy,111,4.947382558821878
6326,West,Peaty,Soybean,863.7655786582015,32.48400664242499,False,True,Rainy,142,6.325996377790276
6327,West,Peaty,Cotton,884.6313170778354,24.01664485509252,True,False,Cloudy,105,5.766921258684095
6328,West,Clay,Barley,741.3273580597669,36.6432850730568,False,True,Cloudy,67,5.290373623557665
6329,West,Chalky,Cotton,617.2958481781917,35.57236231709761,False,True,Sunny,115,4.68422395275939
6330,West,Loam,Barley,196.0389335873468,18.10239491127663,True,True,Cloudy,61,3.250846721823193
6331,East,Silt,Barley,197.23398045907243,22.93690709118753,False,True,Rainy,118,2.200042167030724
6332,North,Chalky,Cotton,318.4381853283164,34.77507365226633,True,True,Rainy,132,5.088920033880128
6333,South,Sandy,Barley,814.5027746813815,23.538518172634788,False,False,Sunny,134,4.576133721020518
6334,West,Silt,Maize,103.00872740117362,22.65633221167668,False,True,Rainy,137,2.475134235569485
6335,East,Peaty,Maize,570.5740194947499,21.83700105709284,True,True,Cloudy,76,6.137058286257564
6336,South,Sandy,Wheat,249.24647281777823,38.94995480755691,False,True,Cloudy,129,3.486855327505596
6337,East,Clay,Barley,777.5340952407745,17.352500360576336,True,True,Rainy,137,7.501096932976581
6338,West,Silt,Rice,312.4737279215323,18.701883812429926,True,False,Sunny,133,3.151872707238889
6339,West,Silt,Cotton,203.29085772437844,18.12364099044704,False,True,Cloudy,92,2.306813316720548
6340,West,Clay,Wheat,203.09535442242665,22.315786995321535,True,True,Sunny,93,4.037909402705559
6341,West,Clay,Soybean,402.9765890157166,31.682959051387225,True,True,Rainy,95,5.466244483704713
6342,South,Loam,Cotton,489.74396818455216,20.006872994291783,False,False,Sunny,134,1.9777067341146355
6343,South,Silt,Maize,605.1258475756385,23.433134034603142,True,True,Sunny,62,5.687857611270367
6344,East,Sandy,Barley,162.5947585007437,32.81983835222788,False,True,Sunny,118,2.3871192267871333
6345,North,Sandy,Maize,953.0693676000244,26.667861519211527,True,False,Sunny,69,5.813853518616458
6346,West,Silt,Maize,246.0149590783023,16.49017498030176,False,False,Cloudy,64,1.1955567721932154
6347,East,Loam,Cotton,432.9482525334372,32.24616770154884,False,True,Sunny,62,4.496281036936956
6348,East,Clay,Barley,370.1414140159197,34.564766157114335,False,False,Cloudy,122,2.609574624603514
6349,East,Silt,Cotton,435.0189794311976,32.70816302880475,True,True,Cloudy,65,6.002170924169048
6350,West,Peaty,Rice,933.2801278128168,16.992530410050865,False,True,Cloudy,86,6.066888303345172
6351,West,Sandy,Maize,347.08830900320675,39.74622522539612,True,True,Rainy,125,5.093202280427704
6352,East,Clay,Cotton,557.5449802808633,27.95744561106621,True,False,Cloudy,67,4.200649530197418
6353,West,Peaty,Soybean,333.6905180430339,26.69630081857536,True,True,Sunny,125,4.934777937084808
6354,East,Clay,Barley,208.0525259932716,17.970561063523746,True,True,Cloudy,73,3.3411488930190134
6355,South,Chalky,Rice,471.8380509471469,29.939798498172504,True,True,Sunny,125,5.093439602243186
6356,West,Clay,Cotton,802.8217472166464,34.32819532443865,True,True,Rainy,107,7.655612725116331
6357,South,Sandy,Maize,289.2883591716751,23.214235407800416,False,False,Rainy,129,1.087634736476228
6358,North,Chalky,Cotton,966.238991080667,22.540136631253176,False,True,Rainy,116,6.871503987258065
6359,West,Loam,Cotton,721.3566862077851,27.067819300545462,False,False,Sunny,84,4.096113266972327
6360,North,Clay,Cotton,144.27528347738024,23.069627056141435,False,True,Rainy,97,2.9251819371357604
